step,parameter_comb,prop_A_seq_minus_ea,prop_B_seq_minus_ea,prop_C_seq_minus_ea
5000,939,0.6,0.99,0.03
7300,939,0,0.75,0.94
10000,939,0,0.020000000000000018,0.26
730,940,1,0,0
1000,940,1,0.01,0
1825,940,0.97,1,0.01
3650,940,0,0.06999999999999995,0.49
5000,940,0,0,0
7300,940,0,0,0
10000,940,0,0,0
730,941,0,0,0
1000,941,0,0,0
1825,941,0,0,0
3650,941,1,0,0
5000,941,1,0,0
7300,941,1,0.95,0
10000,941,0.010000000000000009,1,0
730,942,0,0,0
1000,942,0.92,0,0
1825,942,1,0,0
3650,942,1,1,0
5000,942,0.99,1,0.6
7300,942,0.020000000000000018,1,0.98
10000,942,0,0.49,0.91
730,943,0.13,0,0
1000,943,1,0,0
1825,943,1,0,0
3650,943,1,1,0.14
5000,943,NA,NA,NA
7300,943,NA,NA,NA
10000,943,NA,NA,NA
730,944,0,0,0
1000,944,0,0,0
1825,944,0,0,0
3650,944,1,0,0
5000,944,1,0,0
7300,944,1,0.68,0
10000,944,1,1,0
730,945,1,0,0
1000,945,1,0.01,0
1825,945,0.08999999999999997,1,0.01
3650,945,0,0.010000000000000009,0.33999999999999997
5000,945,0,0,0.010000000000000009
7300,945,0,0,0
10000,945,0,0,0
730,946,0,0,0
1000,946,0,0,0
1825,946,0,0,0
3650,946,1,0,0
5000,946,1,0,0
7300,946,1,0.87,0
10000,946,0.98,1,0
730,947,0.13,0,0
1000,947,1,0,0
1825,947,1,0.02,0
3650,947,0.47,1,0.24
5000,947,0,0.86,0.9299999999999999
7300,947,0,0.030000000000000027,0.29000000000000004
10000,947,0,0,0
730,948,0,0,0
1000,948,0,0,0
1825,948,1,0,0
3650,948,1,0.02,0
5000,948,1,1,0
7300,948,1,1,0.48
10000,948,0.98,1,0.99
730,949,0.94,0.98,0.99
1000,949,0.07999999999999996,0.9,0.92
1825,949,0,0,0
3650,949,0,0,0
5000,949,0,0,0
7300,949,0,0,0
10000,949,0,0,0
730,950,1,0.68,0
1000,950,0.98,0.97,0.01
1825,950,0.020000000000000018,1,0.48
3650,950,0,1,0.89
5000,950,0,1,0.95
7300,950,0,0.98,0.99
10000,950,0,0.78,0.86
730,951,0,0,0
1000,951,0,0,0
1825,951,0,0,0
3650,951,0,0,0
5000,951,0,0,0
7300,951,0,0,0
10000,951,0.1,0,0
730,952,0,0,0
1000,952,0,0,0
1825,952,0,0,0
3650,952,1,0,0
5000,952,1,0,0
7300,952,1,0.09,0
10000,952,0.79,0.96,0
730,953,0,0,0
1000,953,0,0,0
1825,953,0,0,0
3650,953,1,0,0
5000,953,1,0,0
7300,953,1,0.94,0
10000,953,0.97,1,0
730,954,0,0,0
1000,954,0,0,0
1825,954,0,0,0
3650,954,1,0,0
5000,954,1,0,0
7300,954,0.89,0.95,0
10000,954,0,1,0.02
730,955,0,0,0
1000,955,0,0,0
1825,955,0,0,0
3650,955,0.11,0,0
5000,955,1,0,0
7300,955,1,0,0
10000,955,1,0.16,0
730,956,0,0,0
1000,956,0.96,0,0
1825,956,1,0,0
3650,956,0.42000000000000004,1,0
5000,956,0,0.94,0.7
7300,956,0,0.050000000000000044,0.43000000000000005
10000,956,0,0,0
730,957,0,0,0
1000,957,0,0,0
1825,957,0,0,0
3650,957,0.45,0,0
5000,957,1,0,0
7300,957,1,0,0
10000,957,1,0.23,0
730,958,0,0,0
1000,958,0,0,0
1825,958,0,0,0
3650,958,0,0,0
5000,958,0,0,0
7300,958,0,0,0
10000,958,0,0,0
730,959,1,1,0
1000,959,1,1,0
1825,959,1,1,1
3650,959,0.08999999999999997,0.99,0.99
5000,959,0,0.48,0.74
7300,959,0,0,0
10000,959,0,0,0
730,960,1,0,0
1000,960,1,0,0
1825,960,1,1,0
3650,960,0.010000000000000009,0.96,0.96
5000,960,0,0.09999999999999998,0.43999999999999995
7300,960,0,0,0
10000,960,0,0,0
730,961,0,0,0
1000,961,0,0,0
1825,961,0.16,0,0
3650,961,1,0,0
5000,961,1,0.34,0
7300,961,0.42000000000000004,1,0
10000,961,0,0.95,0.52
730,962,0,0,0
1000,962,0,0,0
1825,962,0.67,0,0
3650,962,1,0,0
5000,962,1,0.34,0
7300,962,1,1,0
10000,962,1,1,0.32
730,963,0,0,0
1000,963,0.99,0,0
1825,963,1,0,0
3650,963,0.32999999999999996,1,0
5000,963,0,0.83,0.81
7300,963,0,0,0.22999999999999998
10000,963,0,0,0
730,964,0,0,0
1000,964,1,0,0
1825,964,1,0,0
3650,964,1,1,0.01
5000,964,0.99,1,0.89
7300,964,0,0.99,1
10000,964,0,0.21999999999999997,0.56
730,965,0.39,0,0
1000,965,1,0,0
1825,965,1,0,0
3650,965,1,1,0.01
5000,965,1,1,0.83
7300,965,1,1,1
10000,965,0.9299999999999999,1,1
730,966,0,0,0
1000,966,0,0,0
1825,966,0,0,0
3650,966,0.11,0,0
5000,966,1,0,0
7300,966,1,0,0
10000,966,1,0.18,0
730,967,0,0,0
1000,967,0,0,0
1825,967,1,0,0
3650,967,1,0.01,0
5000,967,1,1,0
7300,967,0.040000000000000036,1,0.24
10000,967,0,0.65,0.8699999999999999
730,968,0,0.36,0.86
1000,968,0,0,0.17000000000000004
1825,968,0,0,0
3650,968,0,0,0
5000,968,0,0,0
7300,968,0,0,0
10000,968,0,0,0
730,969,0,0,0
1000,969,0,0,0
1825,969,0.01,0,0
3650,969,1,0,0
5000,969,1,0.17,0
7300,969,0.18999999999999995,1,0
10000,969,0,0.75,0.58
730,970,1,1,0
1000,970,0,0.99,0.68
1825,970,0,0,0
3650,970,0,0,0
5000,970,0,0,0
7300,970,0,0,0
10000,970,0,0,0
730,971,1,0,0
1000,971,1,0,0
1825,971,1,0.83,0
3650,971,1,1,0.82
5000,971,1,1,1
7300,971,0.94,1,1
10000,971,0.040000000000000036,0.99,0.99
730,972,0.02,0,0
1000,972,1,0,0
1825,972,1,0,0
3650,972,1,1,0
5000,972,0.98,1,0.21
7300,972,0,1,0.97
10000,972,0,0.91,0.96
730,973,1,0,0
1000,973,1,0,0
1825,973,1,1,0
3650,973,1,1,0.95
5000,973,0.9,1,1
7300,973,0,0.89,0.99
10000,973,0,0.030000000000000027,0.19999999999999996
730,974,0,0,0
1000,974,0,0,0
1825,974,0,0,0
3650,974,0,0,0
5000,974,1,0,0
7300,974,1,0,0
10000,974,1,0,0
730,975,0,0,0
1000,975,0,0,0
1825,975,1,0,0
3650,975,1,0.96,0
5000,975,1,1,0
7300,975,1,1,0.89
10000,975,0.79,1,1
730,976,1,0,0
1000,976,1,0,0
1825,976,1,1,0
3650,976,0,0.94,0.96
5000,976,0,0.07999999999999996,0.47
7300,976,0,0,0
10000,976,0,0,0
730,977,0,0,0
1000,977,0,0,0
1825,977,1,0,0
3650,977,1,0,0
5000,977,1,0.87,0
7300,977,0.30000000000000004,1,0.02
10000,977,0,1,0.55
730,978,1,0,0
1000,978,1,0,0
1825,978,0.95,1,0
3650,978,0,0.12,0.6499999999999999
5000,978,0,0,0.08999999999999997
7300,978,0,0,0
10000,978,0,0,0
730,979,0,0,0
1000,979,0,0,0
1825,979,0,0,0
3650,979,0,0,0
5000,979,1,0,0
7300,979,1,0,0
10000,979,1,0.01,0
730,980,1,0,0
1000,980,1,0,0
1825,980,1,0.01,0
3650,980,1,1,0.05
5000,980,1,1,0.96
7300,980,1,1,1
10000,980,1,1,1
730,981,1,1,0
1000,981,1,1,0.39
1825,981,0.62,1,1
3650,981,0,0.010000000000000009,0.040000000000000036
5000,981,0,0,0
7300,981,0,0,0
10000,981,0,0,0
730,982,1,0,0
1000,982,1,0,0
1825,982,1,0.94,0
3650,982,0.39,1,0.75
5000,982,0,1,0.96
7300,982,0,0.19999999999999996,0.64
10000,982,0,0,0.050000000000000044
730,983,1,0,0
1000,983,1,0,0
1825,983,1,1,0
3650,983,0,0.39,0.84
5000,983,0,0,0.030000000000000027
7300,983,0,0,0
10000,983,0,0,0
730,984,1,0.54,0
1000,984,1,1,0
1825,984,1,1,0.9
3650,984,1,1,1
5000,984,0.89,1,1
7300,984,0,0.94,0.95
10000,984,0,0.14,0.25
730,985,0,0,0
1000,985,0,0,0
1825,985,0,0,0
3650,985,1,0,0
5000,985,1,0,0
7300,985,1,0.2,0
10000,985,1,1,0
730,986,1,0,0
1000,986,1,0,0
1825,986,1,0.93,0
3650,986,0.040000000000000036,1,0.76
5000,986,0,1,0.98
7300,986,0,0.28,0.71
10000,986,0,0,0
730,987,0,0,0
1000,987,0,0,0
1825,987,0,0,0
3650,987,1,0,0
5000,987,1,0,0
7300,987,1,0.17,0
10000,987,1,1,0
730,988,0,0,0
1000,988,0,0,0
1825,988,0,0,0
3650,988,1,0,0
5000,988,1,0,0
7300,988,1,1,0
10000,988,0.020000000000000018,1,0.05
730,989,0,0,0
1000,989,0,0,0
1825,989,1,0,0
3650,989,1,0.72,0
5000,989,1,1,0
7300,989,0.31999999999999995,1,0.6
10000,989,0,0.98,0.94
730,990,1,0,0
1000,990,1,0,0
1825,990,1,1,0
3650,990,1,1,0.99
5000,990,0.76,1,1
7300,990,0,0.71,0.96
10000,990,0,0.010000000000000009,0.06999999999999995
730,991,0,0,0
1000,991,0,0,0
1825,991,0.68,0,0
3650,991,1,0,0
5000,991,1,0.26,0
7300,991,1,0.99,0
10000,991,0.98,1,0.23
730,992,0,0,0
1000,992,0,0,0
1825,992,0,0,0
3650,992,1,0,0
5000,992,1,0,0
7300,992,1,0.01,0
10000,992,1,0.97,0
730,993,1,0,0
1000,993,1,0,0
1825,993,1,1,0
3650,993,0,0.43000000000000005,0.88
5000,993,0,0,0.13
7300,993,0,0,0
10000,993,0,0,0
730,994,0,0,0
1000,994,0.98,0,0
1825,994,1,0,0
3650,994,1,1,0
5000,994,0.64,1,0.48
7300,994,0,1,0.99
10000,994,0,0.5700000000000001,0.75
730,995,0,0,0
1000,995,0,0,0
1825,995,1,0,0
3650,995,1,0.89,0
5000,995,1,1,0
7300,995,1,1,0.79
10000,995,0.5800000000000001,1,1
730,996,0,0,0
1000,996,0,0,0
1825,996,0.87,0,0
3650,996,1,0,0
5000,996,1,0.96,0
7300,996,0.06999999999999995,1,0.02
10000,996,0,0.5700000000000001,0.85
730,997,0,0,0
1000,997,0,0,0
1825,997,0,0,0
3650,997,0,0,0
5000,997,0,0,0
7300,997,0,0,0
10000,997,0,0,0
730,998,0,0,0
1000,998,0,0,0
1825,998,0,0,0
3650,998,1,0,0
5000,998,1,0,0
7300,998,0.95,1,0
10000,998,0,1,0.01
730,999,0,0,0
1000,999,0,0,0
1825,999,0,0,0
3650,999,0,0,0
5000,999,1,0,0
7300,999,1,0,0
10000,999,1,0,0
730,1000,1,1,1
1000,1000,1,1,1
1825,1000,0.85,0.99,0.99
3650,1000,NA,NA,NA
5000,1000,NA,NA,NA
7300,1000,NA,NA,NA
10000,1000,NA,NA,NA
